Date,S&P 500
4/29/96,654.16
4/30/96,654.17
5/1/96,654.58
5/2/96,643.38
5/3/96,641.63
5/6/96,640.81
5/7/96,638.26
5/8/96,644.77
5/9/96,645.44
5/10/96,652.09
5/13/96,661.51
5/14/96,665.6
5/15/96,665.42
5/16/96,664.85
5/17/96,668.91
5/20/96,673.15
5/21/96,672.76
5/22/96,678.42
5/23/96,676
5/24/96,678.51
5/28/96,672.23
5/29/96,667.93
5/30/96,671.7
5/31/96,669.12
6/3/96,667.68
6/4/96,672.56
6/5/96,678.44
6/6/96,673.03
6/7/96,673.31
6/10/96,672.16
6/11/96,670.97
6/12/96,669.04
6/13/96,667.92
6/14/96,665.85
6/17/96,665.16
6/18/96,662.06
6/19/96,661.96
6/20/96,662.1
6/21/96,666.84
6/24/96,668.85
6/25/96,668.48
6/26/96,664.39
6/27/96,668.55
6/28/96,670.63
7/1/96,675.88
7/2/96,673.61
7/3/96,672.4
7/5/96,657.44
7/8/96,652.54
7/9/96,654.75
7/10/96,656.06
7/11/96,645.67
7/12/96,646.19
7/15/96,629.8
7/16/96,628.37
7/17/96,634.07
7/18/96,643.56
7/19/96,638.73
7/22/96,633.77
7/23/96,626.87
7/24/96,626.65
7/25/96,631.17
7/26/96,635.9
7/29/96,630.91
7/30/96,635.26
7/31/96,639.95
8/1/96,650.02
8/2/96,662.49
8/5/96,660.23
8/6/96,662.38
8/7/96,664.16
8/8/96,662.59
8/9/96,662.1
8/12/96,665.77
8/13/96,660.2
8/14/96,662.05
8/15/96,662.28
8/16/96,665.21
8/19/96,666.58
8/20/96,665.69
8/21/96,665.07
8/22/96,670.68
8/23/96,667.03
8/26/96,663.88
8/27/96,666.4
8/28/96,664.81
8/29/96,657.4
8/30/96,651.99
9/3/96,654.72
9/4/96,655.61
9/5/96,649.44
9/6/96,655.68
9/9/96,663.76
9/10/96,663.81
9/11/96,667.28
9/12/96,671.15
9/13/96,680.54
9/16/96,683.98
9/17/96,682.94
9/18/96,681.47
9/19/96,683
9/20/96,687.03
9/23/96,686.48
9/24/96,685.61
9/25/96,685.83
9/26/96,685.86
9/27/96,686.19
9/30/96,687.31
10/1/96,689.08
10/2/96,694.01
10/3/96,692.78
10/4/96,701.46
10/7/96,703.34
10/8/96,700.64
10/9/96,696.74
10/10/96,694.61
10/11/96,700.66
10/14/96,703.54
10/15/96,702.57
10/16/96,704.41
10/17/96,706.99
10/18/96,710.82
10/21/96,709.85
10/22/96,706.57
10/23/96,707.27
10/24/96,702.29
10/25/96,700.92
10/28/96,697.26
10/29/96,701.5
10/30/96,700.9
10/31/96,705.27
11/1/96,703.77
11/4/96,706.73
11/5/96,714.14
11/6/96,724.59
11/7/96,727.65
11/8/96,730.82
11/11/96,731.87
11/12/96,729.56
11/13/96,731.13
11/14/96,735.88
11/15/96,737.62
11/18/96,737.02
11/19/96,742.16
11/20/96,743.95
11/21/96,742.75
11/22/96,748.73
11/25/96,757.03
11/26/96,755.96
11/27/96,755
11/29/96,757.02
12/2/96,756.56
12/3/96,748.28
12/4/96,745.1
12/5/96,744.38
12/6/96,739.6
12/9/96,749.81
12/10/96,747.54
12/11/96,740.73
12/12/96,729.33
12/13/96,728.64
12/16/96,720.98
12/17/96,726.04
12/18/96,731.54
12/19/96,745.76
12/20/96,748.87
12/23/96,746.92
12/24/96,751.03
12/26/96,755.82
12/27/96,756.79
12/30/96,753.85
12/31/96,740.74
1/2/97,737.01
1/3/97,748.03
1/6/97,747.65
1/7/97,753.23
1/8/97,748.41
1/9/97,754.85
1/10/97,759.5
1/13/97,759.51
1/14/97,768.86
1/15/97,767.2
1/16/97,769.75
1/17/97,776.17
1/20/97,776.7
1/21/97,782.72
1/22/97,786.23
1/23/97,777.56
1/24/97,770.52
1/27/97,765.02
1/28/97,765.02
1/29/97,772.5
1/30/97,784.17
1/31/97,786.16
2/3/97,786.73
2/4/97,789.26
2/5/97,778.28
2/6/97,780.15
2/7/97,789.56
2/10/97,785.43
2/11/97,789.59
2/12/97,802.77
2/13/97,811.82
2/14/97,808.48
2/18/97,816.29
2/19/97,812.49
2/20/97,802.8
2/21/97,801.77
2/24/97,810.28
2/25/97,812.1
2/26/97,805.68
2/27/97,795.07
2/28/97,790.82
3/3/97,795.31
3/4/97,790.95
3/5/97,801.99
3/6/97,798.56
3/7/97,804.97
3/10/97,813.65
3/11/97,811.34
3/12/97,804.26
3/13/97,789.56
3/14/97,793.17
3/17/97,795.71
3/18/97,789.66
3/19/97,785.77
3/20/97,782.65
3/21/97,784.1
3/24/97,790.89
3/25/97,789.07
3/26/97,790.5
3/27/97,773.88
3/31/97,757.12
4/1/97,759.64
4/2/97,750.11
4/3/97,750.32
4/4/97,757.9
4/7/97,762.13
4/8/97,766.12
4/9/97,760.6
4/10/97,758.34
4/11/97,737.65
4/14/97,743.73
4/15/97,754.72
4/16/97,763.53
4/17/97,761.77
4/18/97,766.34
4/21/97,760.37
4/22/97,774.61
4/23/97,773.64
4/24/97,771.18
4/25/97,765.37
4/28/97,772.96
4/29/97,794.05
4/30/97,801.34
5/1/97,798.53
5/2/97,812.97
5/5/97,830.24
5/6/97,827.76
5/7/97,815.62
5/8/97,820.26
5/9/97,824.78
5/12/97,837.66
5/13/97,833.13
5/14/97,836.04
5/15/97,841.88
5/16/97,829.75
5/19/97,833.27
5/20/97,841.66
5/21/97,839.35
5/22/97,835.66
5/23/97,847.03
5/27/97,849.71
5/28/97,847.21
5/29/97,844.08
5/30/97,848.28
6/2/97,846.36
6/3/97,845.48
6/4/97,840.11
6/5/97,843.43
6/6/97,858.01
6/9/97,862.91
6/10/97,865.27
6/11/97,869.57
6/12/97,883.48
6/13/97,893.27
6/16/97,893.9
6/17/97,894.42
6/18/97,889.06
6/19/97,897.99
6/20/97,898.7
6/23/97,878.62
6/24/97,896.34
6/25/97,888.99
6/26/97,883.68
6/27/97,887.3
6/30/97,885.14
7/1/97,891.03
7/2/97,904.03
7/3/97,916.92
7/7/97,912.2
7/8/97,918.75
7/9/97,907.54
7/10/97,913.78
7/11/97,916.68
7/14/97,918.38
7/15/97,925.76
7/16/97,936.59
7/17/97,931.61
7/18/97,915.3
7/21/97,912.94
7/22/97,933.98
7/23/97,936.56
7/24/97,940.3
7/25/97,938.79
7/28/97,936.45
7/29/97,942.29
7/30/97,952.29
7/31/97,954.29
8/1/97,947.14
8/4/97,950.3
8/5/97,952.37
8/6/97,960.32
8/7/97,951.19
8/8/97,933.54
8/11/97,937
8/12/97,926.53
8/13/97,922.02
8/14/97,924.77
8/15/97,900.81
8/18/97,912.49
8/19/97,926.01
8/20/97,939.35
8/21/97,925.05
8/22/97,923.55
8/25/97,920.16
8/26/97,913.02
8/27/97,913.7
8/28/97,903.67
8/29/97,899.47
9/2/97,927.58
9/3/97,927.86
9/4/97,930.87
9/5/97,929.05
9/8/97,931.2
9/9/97,933.62
9/10/97,919.03
9/11/97,912.59
9/12/97,923.91
9/15/97,919.77
9/16/97,945.64
9/17/97,943
9/18/97,947.29
9/19/97,950.51
9/22/97,955.43
9/23/97,951.93
9/24/97,944.48
9/25/97,937.91
9/26/97,945.22
9/29/97,953.34
9/30/97,947.28
10/1/97,955.41
10/2/97,960.46
10/3/97,965.03
10/6/97,972.69
10/7/97,983.12
10/8/97,973.84
10/9/97,970.62
10/10/97,966.98
10/13/97,968.1
10/14/97,970.28
10/15/97,965.72
10/16/97,955.23
10/17/97,944.16
10/20/97,955.61
10/21/97,972.28
10/22/97,968.49
10/23/97,950.69
10/24/97,941.64
10/27/97,876.99
10/28/97,921.85
10/29/97,919.16
10/30/97,903.68
10/31/97,914.62
11/3/97,938.99
11/4/97,940.76
11/5/97,942.76
11/6/97,938.03
11/7/97,927.51
11/10/97,921.13
11/11/97,923.78
11/12/97,905.96
11/13/97,916.66
11/14/97,928.35
11/17/97,946.2
11/18/97,938.23
11/19/97,944.59
11/20/97,958.98
11/21/97,963.09
11/24/97,946.67
11/25/97,950.82
11/26/97,951.64
11/28/97,955.4
12/1/97,974.78
12/2/97,971.68
12/3/97,976.77
12/4/97,973.1
12/5/97,983.79
12/8/97,982.37
12/9/97,975.78
12/10/97,969.79
12/11/97,954.94
12/12/97,953.39
12/15/97,963.39
12/16/97,968.04
12/17/97,965.54
12/18/97,955.3
12/19/97,946.78
12/22/97,953.7
12/23/97,939.13
12/24/97,932.7
12/26/97,936.46
12/29/97,953.35
12/30/97,970.84
12/31/97,970.43
1/2/98,975.04
1/5/98,977.07
1/6/98,966.58
1/7/98,964
1/8/98,956.05
1/9/98,927.69
1/12/98,939.21
1/13/98,952.12
1/14/98,957.94
1/15/98,950.73
1/16/98,961.51
1/20/98,978.6
1/21/98,970.81
1/22/98,963.04
1/23/98,957.59
1/26/98,956.95
1/27/98,969.02
1/28/98,977.46
1/29/98,985.49
1/30/98,980.28
2/2/98,1001.27
2/3/98,1006
2/4/98,1006.9
2/5/98,1003.54
2/6/98,1012.46
2/9/98,1010.74
2/10/98,1019.01
2/11/98,1020.01
2/12/98,1024.14
2/13/98,1020.09
2/17/98,1022.76
2/18/98,1032.08
2/19/98,1028.28
2/20/98,1034.21
2/23/98,1038.14
2/24/98,1030.5601
2/25/98,1042.9
2/26/98,1048.67
2/27/98,1049.34
3/2/98,1047.7
3/3/98,1052.02
3/4/98,1047.33
3/5/98,1035.05
3/6/98,1055.6899
3/9/98,1052.3101
3/10/98,1064.25
3/11/98,1068.47
3/12/98,1069.92
3/13/98,1068.61
3/16/98,1079.27
3/17/98,1080.45
3/18/98,1085.52
3/19/98,1089.74
3/20/98,1099.16
3/23/98,1095.55
3/24/98,1105.65
3/25/98,1101.9301
3/26/98,1100.8
3/27/98,1095.4399
3/30/98,1093.55
3/31/98,1101.75
4/1/98,1108.15
4/2/98,1120.01
4/3/98,1122.7
4/6/98,1121.38
4/7/98,1109.55
4/8/98,1101.65
4/9/98,1110.67
4/13/98,1109.6899
4/14/98,1115.75
4/15/98,1119.3199
4/16/98,1108.17
4/17/98,1122.72
4/20/98,1123.65
4/21/98,1126.67
4/22/98,1130.54
4/23/98,1119.58
4/24/98,1107.9
4/27/98,1086.54
4/28/98,1085.11
4/29/98,1094.63
4/30/98,1111.75
5/1/98,1121
5/4/98,1122.0699
5/5/98,1115.5
5/6/98,1104.92
5/7/98,1095.14
5/8/98,1108.14
5/11/98,1106.64
5/12/98,1115.79
5/13/98,1118.86
5/14/98,1117.37
5/15/98,1108.73
5/18/98,1105.8199
5/19/98,1109.52
5/20/98,1119.0601
5/21/98,1114.64
5/22/98,1110.47
5/26/98,1094.02
5/27/98,1092.23
5/28/98,1097.6
5/29/98,1090.8199
6/1/98,1090.98
6/2/98,1093.22
6/3/98,1082.73
6/4/98,1094.83
6/5/98,1113.86
6/8/98,1115.72
6/9/98,1118.41
6/10/98,1112.28
6/11/98,1094.58
6/12/98,1098.84
6/15/98,1077.01
6/16/98,1087.59
6/17/98,1107.11
6/18/98,1106.37
6/19/98,1100.65
6/22/98,1103.21
6/23/98,1119.49
6/24/98,1132.88
6/25/98,1129.28
6/26/98,1133.2
6/29/98,1138.49
6/30/98,1133.84
7/1/98,1148.5601
7/2/98,1146.42
7/6/98,1157.33
7/7/98,1154.66
7/8/98,1166.38
7/9/98,1158.5601
7/10/98,1164.33
7/13/98,1165.1899
7/14/98,1177.58
7/15/98,1174.8101
7/16/98,1183.99
7/17/98,1186.75
7/20/98,1184.1
7/21/98,1165.0699
7/22/98,1164.08
7/23/98,1139.75
7/24/98,1140.8
7/27/98,1147.27
7/28/98,1130.24
7/29/98,1125.21
7/30/98,1142.95
7/31/98,1120.67
8/3/98,1112.4399
8/4/98,1072.12
8/5/98,1081.4301
8/6/98,1089.63
8/7/98,1089.45
8/10/98,1083.14
8/11/98,1068.98
8/12/98,1084.22
8/13/98,1074.91
8/14/98,1062.75
8/17/98,1083.67
8/18/98,1101.2
8/19/98,1098.0601
8/20/98,1091.6
8/21/98,1081.24
8/24/98,1088.14
8/25/98,1092.85
8/26/98,1084.1899
8/27/98,1042.59
8/28/98,1027.14
8/31/98,957.28
9/1/98,994.26
9/2/98,990.47
9/3/98,982.26
9/4/98,973.89
9/8/98,1023.46
9/9/98,1006.2
9/10/98,980.19
9/11/98,1009.06
9/14/98,1029.72
9/15/98,1037.6801
9/16/98,1045.48
9/17/98,1018.87
9/18/98,1020.09
9/21/98,1023.89
9/22/98,1029.63
9/23/98,1066.09
9/24/98,1042.72
9/25/98,1044.75
9/28/98,1048.6899
9/29/98,1049.02
9/30/98,1017.01
10/1/98,986.39
10/2/98,1002.6
10/5/98,988.56
10/6/98,984.59
10/7/98,970.68
10/8/98,959.44
10/9/98,984.39
10/12/98,997.71
10/13/98,994.8
10/14/98,1005.53
10/15/98,1047.49
10/16/98,1056.42
10/19/98,1062.39
10/20/98,1063.9301
10/21/98,1069.92
10/22/98,1078.48
10/23/98,1070.67
10/26/98,1072.3199
10/27/98,1065.34
10/28/98,1068.09
10/29/98,1085.9301
10/30/98,1098.67
11/2/98,1111.6
11/3/98,1110.84
11/4/98,1118.67
11/5/98,1133.85
11/6/98,1141.01
11/9/98,1130.2
11/10/98,1128.26
11/11/98,1120.97
11/12/98,1117.6899
11/13/98,1125.72
11/16/98,1135.87
11/17/98,1139.3199
11/18/98,1144.48
11/19/98,1152.61
11/20/98,1163.55
11/23/98,1188.21
11/24/98,1182.99
11/25/98,1186.87
11/27/98,1192.33
11/30/98,1163.63
12/1/98,1175.28
12/2/98,1171.25
12/3/98,1150.14
12/4/98,1176.74
12/7/98,1187.7
12/8/98,1181.38
12/9/98,1183.49
12/10/98,1165.02
12/11/98,1166.46
12/14/98,1141.2
12/15/98,1162.83
12/16/98,1161.9399
12/17/98,1179.98
12/18/98,1188.03
12/21/98,1202.84
12/22/98,1203.5699
12/23/98,1228.54
12/24/98,1226.27
12/28/98,1225.49
12/29/98,1241.8101
12/30/98,1231.9301
12/31/98,1229.23
1/4/99,1228.1
1/5/99,1244.78
1/6/99,1272.34
1/7/99,1269.73
1/8/99,1275.09
1/11/99,1263.88
1/12/99,1239.51
1/13/99,1234.4
1/14/99,1212.1899
1/15/99,1243.26
1/19/99,1252
1/20/99,1256.62
1/21/99,1235.16
1/22/99,1225.1899
1/25/99,1233.98
1/26/99,1252.3101
1/27/99,1243.17
1/28/99,1265.37
1/29/99,1279.64
2/1/99,1273
2/2/99,1261.99
2/3/99,1272.0699
2/4/99,1248.49
2/5/99,1239.4
2/8/99,1243.77
2/9/99,1216.14
2/10/99,1223.55
2/11/99,1254.04
2/12/99,1230.13
2/16/99,1241.87
2/17/99,1224.03
2/18/99,1237.28
2/19/99,1239.22
2/22/99,1272.14
2/23/99,1271.1801
2/24/99,1253.41
2/25/99,1245.02
2/26/99,1238.33
3/1/99,1236.16
3/2/99,1225.5
3/3/99,1227.7
3/4/99,1246.64
3/5/99,1275.47
3/8/99,1282.73
3/9/99,1279.84
3/10/99,1286.84
3/11/99,1297.6801
3/12/99,1294.59
3/15/99,1307.26
3/16/99,1306.38
3/17/99,1297.8199
3/18/99,1316.55
3/19/99,1299.29
3/22/99,1297.01
3/23/99,1262.14
3/24/99,1268.59
3/25/99,1289.99
3/26/99,1282.8
3/29/99,1310.17
3/30/99,1300.75
3/31/99,1286.37
4/1/99,1293.72
4/5/99,1321.12
4/6/99,1317.89
4/7/99,1326.89
4/8/99,1343.98
4/9/99,1348.35
4/12/99,1358.64
4/13/99,1349.8199
4/14/99,1328.4399
4/15/99,1322.86
4/16/99,1319
4/19/99,1289.48
4/20/99,1306.17
4/21/99,1336.12
4/22/99,1358.8199
4/23/99,1356.85
4/26/99,1360.04
4/27/99,1362.8
4/28/99,1350.91
4/29/99,1342.83
4/30/99,1335.1801
5/3/99,1354.63
5/4/99,1332
5/5/99,1347.3101
5/6/99,1332.05
5/7/99,1345
5/10/99,1340.3
5/11/99,1355.61
5/12/99,1364
5/13/99,1367.5601
5/14/99,1337.8
5/17/99,1339.49
5/18/99,1333.3199
5/19/99,1344.23
5/20/99,1338.83
5/21/99,1330.29
5/24/99,1306.65
5/25/99,1284.4
5/26/99,1304.76
5/27/99,1281.41
5/28/99,1301.84
6/1/99,1294.26
6/2/99,1294.8101
6/3/99,1299.54
6/4/99,1327.75
6/7/99,1334.52
6/8/99,1317.33
6/9/99,1318.64
6/10/99,1302.8199
6/11/99,1293.64
6/14/99,1294
6/15/99,1301.16
6/16/99,1330.41
6/17/99,1339.9
6/18/99,1342.84
6/21/99,1349
6/22/99,1335.88
6/23/99,1333.0601
6/24/99,1315.78
6/25/99,1315.3101
6/28/99,1331.35
6/29/99,1351.45
6/30/99,1372.71
7/1/99,1380.96
7/2/99,1391.22
7/6/99,1388.12
7/7/99,1395.86
7/8/99,1394.42
7/9/99,1403.28
7/12/99,1399.1
7/13/99,1393.5601
7/14/99,1398.17
7/15/99,1409.62
7/16/99,1418.78
7/19/99,1407.65
7/20/99,1377.1
7/21/99,1379.29
7/22/99,1360.97
7/23/99,1356.9399
7/26/99,1347.76
7/27/99,1362.84
7/28/99,1365.4
7/29/99,1341.03
7/30/99,1328.72
8/2/99,1328.05
8/3/99,1322.1801
8/4/99,1305.33
8/5/99,1313.71
8/6/99,1300.29
8/9/99,1297.8
8/10/99,1281.4301
8/11/99,1301.9301
8/12/99,1298.16
8/13/99,1327.6801
8/16/99,1330.77
8/17/99,1344.16
8/18/99,1332.84
8/19/99,1323.59
8/20/99,1336.61
8/23/99,1360.22
8/24/99,1363.5
8/25/99,1381.79
8/26/99,1362.01
8/27/99,1348.27
8/30/99,1324.02
8/31/99,1320.41
9/1/99,1331.0699
9/2/99,1319.11
9/3/99,1357.24
9/7/99,1350.45
9/8/99,1344.15
9/9/99,1347.66
9/10/99,1351.66
9/13/99,1344.13
9/14/99,1336.29
9/15/99,1317.97
9/16/99,1318.48
9/17/99,1335.42
9/20/99,1335.53
9/21/99,1307.58
9/22/99,1310.51
9/23/99,1280.41
9/24/99,1277.36
9/27/99,1283.3101
9/28/99,1282.2
9/29/99,1268.37
9/30/99,1282.71
10/1/99,1282.8101
10/4/99,1304.6
10/5/99,1301.35
10/6/99,1325.4
10/7/99,1317.64
10/8/99,1336.02
10/11/99,1335.21
10/12/99,1313.04
10/13/99,1285.55
10/14/99,1283.42
10/15/99,1247.41
10/18/99,1254.13
10/19/99,1261.3199
10/20/99,1289.4301
10/21/99,1283.61
10/22/99,1301.65
10/25/99,1293.63
10/26/99,1281.91
10/27/99,1296.71
10/28/99,1342.4399
10/29/99,1362.9301
11/1/99,1354.12
11/2/99,1347.74
11/3/99,1354.9301
11/4/99,1362.64
11/5/99,1370.23
11/8/99,1377.01
11/9/99,1365.28
11/10/99,1373.46
11/11/99,1381.46
11/12/99,1396.0601
11/15/99,1394.39
11/16/99,1420.0699
11/17/99,1410.71
11/18/99,1424.9399
11/19/99,1422
11/22/99,1420.9399
11/23/99,1404.64
11/24/99,1417.08
11/26/99,1416.62
11/29/99,1407.83
11/30/99,1388.91
12/1/99,1397.72
12/2/99,1409.04
12/3/99,1433.3
12/6/99,1423.33
12/7/99,1409.17
12/8/99,1403.88
12/9/99,1408.11
12/10/99,1417.04
12/13/99,1415.22
12/14/99,1403.17
12/15/99,1413.3199
12/16/99,1418.78
12/17/99,1421.03
12/20/99,1418.09
12/21/99,1433.4301
12/22/99,1436.13
12/23/99,1458.34
12/27/99,1457.1
12/28/99,1457.66
12/29/99,1463.46
12/30/99,1464.47
12/31/99,1469.25
1/3/00,1455.22
1/4/00,1399.42
1/5/00,1402.11
1/6/00,1403.45
1/7/00,1441.47
1/10/00,1457.6
1/11/00,1438.5601
1/12/00,1432.25
1/13/00,1449.6801
1/14/00,1465.15
1/18/00,1455.14
1/19/00,1455.9
1/20/00,1445.5699
1/21/00,1441.36
1/24/00,1401.53
1/25/00,1410.03
1/26/00,1404.09
1/27/00,1398.5601
1/28/00,1360.16
1/31/00,1394.46
2/1/00,1409.28
2/2/00,1409.12
2/3/00,1424.97
2/4/00,1424.37
2/7/00,1424.24
2/8/00,1441.72
2/9/00,1411.7
2/10/00,1416.83
2/11/00,1387.12
2/14/00,1389.9399
2/15/00,1402.05
2/16/00,1387.67
2/17/00,1388.26
2/18/00,1346.09
2/22/00,1352.17
2/23/00,1360.6899
2/24/00,1353.4301
2/25/00,1333.36
2/28/00,1348.05
2/29/00,1366.42
3/1/00,1379.1899
3/2/00,1381.76
3/3/00,1409.17
3/6/00,1391.28
3/7/00,1355.62
3/8/00,1366.7
3/9/00,1401.6899
3/10/00,1395.0699
3/13/00,1383.62
3/14/00,1359.15
3/15/00,1392.15
3/16/00,1458.47
3/17/00,1464.47
3/20/00,1456.63
3/21/00,1493.87
3/22/00,1500.64
3/23/00,1527.35
3/24/00,1527.46
3/27/00,1523.86
3/28/00,1507.73
3/29/00,1508.52
3/30/00,1487.92
3/31/00,1498.58
4/3/00,1505.97
4/4/00,1494.73
4/5/00,1487.37
4/6/00,1501.34
4/7/00,1516.35
4/10/00,1504.46
4/11/00,1500.59
4/12/00,1467.17
4/13/00,1440.51
4/14/00,1356.5601
4/17/00,1401.4399
4/18/00,1441.61
4/19/00,1427.47
4/20/00,1434.54
4/24/00,1429.86
4/25/00,1477.4399
4/26/00,1460.99
4/27/00,1464.92
4/28/00,1452.4301
5/1/00,1468.25
5/2/00,1446.29
5/3/00,1415.1
5/4/00,1409.5699
5/5/00,1432.63
5/8/00,1424.17
5/9/00,1412.14
5/10/00,1383.05
5/11/00,1407.8101
5/12/00,1420.96
5/15/00,1452.36
5/16/00,1466.04
5/17/00,1447.8
5/18/00,1437.21
5/19/00,1406.95
5/22/00,1400.72
5/23/00,1373.86
5/24/00,1399.05
5/25/00,1381.52
5/26/00,1378.02
5/30/00,1422.45
5/31/00,1420.6
6/1/00,1448.8101
6/2/00,1477.26
6/5/00,1467.63
6/6/00,1457.84
6/7/00,1471.36
6/8/00,1461.67
6/9/00,1456.95
6/12/00,1446
6/13/00,1469.4399
6/14/00,1470.54
6/15/00,1478.73
6/16/00,1464.46
6/19/00,1486
6/20/00,1475.95
6/21/00,1479.13
6/22/00,1452.1801
6/23/00,1441.48
6/26/00,1455.3101
6/27/00,1450.55
6/28/00,1454.8199
6/29/00,1442.39
6/30/00,1454.6
7/3/00,1469.54
7/5/00,1446.23
7/6/00,1456.67
7/7/00,1478.9
7/10/00,1475.62
7/11/00,1480.88
7/12/00,1492.92
7/13/00,1495.84
7/14/00,1509.98
7/17/00,1510.49
7/18/00,1493.74
7/19/00,1481.96
7/20/00,1495.5699
7/21/00,1480.1899
7/24/00,1464.29
7/25/00,1474.47
7/26/00,1452.42
7/27/00,1449.62
7/28/00,1419.89
7/31/00,1430.83
8/1/00,1438.1
8/2/00,1438.7
8/3/00,1452.5601
8/4/00,1462.9301
8/7/00,1479.3199
8/8/00,1482.8
8/9/00,1472.87
8/10/00,1460.25
8/11/00,1471.84
8/14/00,1491.5601
8/15/00,1484.4301
8/16/00,1479.85
8/17/00,1496.0699
8/18/00,1491.72
8/21/00,1499.48
8/22/00,1498.13
8/23/00,1505.97
8/24/00,1508.3101
8/25/00,1506.45
8/28/00,1514.09
8/29/00,1509.84
8/30/00,1502.59
8/31/00,1517.6801
9/1/00,1520.77
9/5/00,1507.08
9/6/00,1492.25
9/7/00,1502.51
9/8/00,1494.5
9/11/00,1489.26
9/12/00,1481.99
9/13/00,1484.91
9/14/00,1480.87
9/15/00,1465.8101
9/18/00,1444.51
9/19/00,1459.9
9/20/00,1451.34
9/21/00,1449.05
9/22/00,1448.72
9/25/00,1439.03
9/26/00,1427.21
9/27/00,1426.5699
9/28/00,1458.29
9/29/00,1436.51
10/2/00,1436.23
10/3/00,1426.46
10/4/00,1434.3199
10/5/00,1436.28
10/6/00,1408.99
10/9/00,1402.03
10/10/00,1387.02
10/11/00,1364.59
10/12/00,1329.78
10/13/00,1374.17
10/16/00,1374.62
10/17/00,1349.97
10/18/00,1342.13
10/19/00,1388.76
10/20/00,1396.9301
10/23/00,1395.78
10/24/00,1398.13
10/25/00,1364.9
10/26/00,1364.4399
10/27/00,1379.58
10/30/00,1398.66
10/31/00,1429.4
11/1/00,1421.22
11/2/00,1428.3199
11/3/00,1426.6899
11/6/00,1432.1899
11/7/00,1431.87
11/8/00,1409.28
11/9/00,1400.14
11/10/00,1365.98
11/13/00,1351.26
11/14/00,1382.95
11/15/00,1389.8101
11/16/00,1372.3199
11/17/00,1367.72
11/20/00,1342.62
11/21/00,1347.35
11/22/00,1322.36
11/24/00,1341.77
11/27/00,1348.97
11/28/00,1336.09
11/29/00,1341.91
11/30/00,1314.95
12/1/00,1315.23
12/4/00,1324.97
12/5/00,1376.54
12/6/00,1351.46
12/7/00,1343.55
12/8/00,1369.89
12/11/00,1380.2
12/12/00,1371.1801
12/13/00,1359.99
12/14/00,1340.9301
12/15/00,1312.15
12/18/00,1322.74
12/19/00,1305.6
12/20/00,1264.74
12/21/00,1274.86
12/22/00,1305.97
12/26/00,1315.1899
12/27/00,1328.92
12/28/00,1334.22
12/29/00,1320.28
1/2/01,1283.27
1/3/01,1347.5601
1/4/01,1333.34
1/5/01,1298.35
1/8/01,1295.86
1/9/01,1300.8
1/10/01,1313.27
1/11/01,1326.8199
1/12/01,1318.3199
1/16/01,1326.65
1/17/01,1329.47
1/18/01,1347.97
1/19/01,1342.54
1/22/01,1342.9
1/23/01,1360.4
1/24/01,1364.3
1/25/01,1357.51
1/26/01,1354.95
1/29/01,1364.17
1/30/01,1373.73
1/31/01,1366.01
2/1/01,1373.47
2/2/01,1349.47
2/5/01,1354.3101
2/6/01,1352.26
2/7/01,1340.89
2/8/01,1332.53
2/9/01,1314.76
2/12/01,1330.3101
2/13/01,1318.8
2/14/01,1315.92
2/15/01,1326.61
2/16/01,1301.53
2/20/01,1278.9399
2/21/01,1255.27
2/22/01,1252.8199
2/23/01,1245.86
2/26/01,1267.65
2/27/01,1257.9399
2/28/01,1239.9399
3/1/01,1241.23
3/2/01,1234.1801
3/5/01,1241.41
3/6/01,1253.8
3/7/01,1261.89
3/8/01,1264.74
3/9/01,1233.42
3/12/01,1180.16
3/13/01,1197.66
3/14/01,1166.71
3/15/01,1173.5601
3/16/01,1150.53
3/19/01,1170.8101
3/20/01,1142.62
3/21/01,1122.14
3/22/01,1117.58
3/23/01,1139.83
3/26/01,1152.6899
3/27/01,1182.17
3/28/01,1153.29
3/29/01,1147.95
3/30/01,1160.33
4/2/01,1145.87
4/3/01,1106.46
4/4/01,1103.25
4/5/01,1151.4399
4/6/01,1128.4301
4/9/01,1137.59
4/10/01,1168.38
4/11/01,1165.89
4/12/01,1183.5
4/16/01,1179.6801
4/17/01,1191.8101
4/18/01,1238.16
4/19/01,1253.7
4/20/01,1242.98
4/23/01,1224.36
4/24/01,1209.47
4/25/01,1228.75
4/26/01,1234.52
4/27/01,1253.05
4/30/01,1249.46
5/1/01,1266.4399
5/2/01,1267.4301
5/3/01,1248.58
5/4/01,1266.61
5/7/01,1263.51
5/8/01,1261.2
5/9/01,1255.54
5/10/01,1255.1801
5/11/01,1245.67
5/14/01,1248.92
5/15/01,1249.4399
5/16/01,1284.99
5/17/01,1288.49
5/18/01,1291.96
5/21/01,1312.83
5/22/01,1309.38
5/23/01,1289.05
5/24/01,1293.17
5/25/01,1277.89
5/29/01,1267.9301
5/30/01,1248.08
5/31/01,1255.8199
6/1/01,1260.67
6/4/01,1267.11
6/5/01,1283.5699
6/6/01,1270.03
6/7/01,1276.96
6/8/01,1264.96
6/11/01,1254.39
6/12/01,1255.85
6/13/01,1241.6
6/14/01,1219.87
6/15/01,1214.36
6/18/01,1208.4301
6/19/01,1212.58
6/20/01,1223.14
6/21/01,1237.04
6/22/01,1225.35
6/25/01,1218.6
6/26/01,1216.76
6/27/01,1211.0699
